流水號,文章來源或個人分類,加入日期,急迫程度,挑選文章的老師,NOTE,Citation,Citation Update,Author(s)-Last Name,Author(s) -Full Name,Year,Paper Name,Journal name,Journal Abbreviations,Vol.(No.),Page,Symposium,JEL code,keyword,PDF檔名,初稿完成日期,最近更新日期,全文,文章進度,資料夾link,原文link,中文link,check log,check
000453,GEB2019,20200220.0,B,賴孚權,,,,Wang and Houser,Siyu Wang and Daniel Houser,2019.0,Demanding or deferring An experimental analysis of the economic value of communication with attitude,Games and Economic Behavior,GEB,115,381-395,,,,,2020-02-26 00:00:00,2020-02-26 00:00:00,0,1.0,/volume1/web/DB/000453,"/volume1/web/DB/Wang and Houser (2019)_Demanding or deferring An experimental analysis of the economic value of communication with attitude_GEB_v. 115, pp. 381-95_en.pdf",/volume1/web/DB/Wang_Houser2019_GEB_inChinese_20200226_pcn.pdf,2020-07-02 00:00:34.139945,1
000454,AER百大,20200304.0,A,賴孚權,AER百大-pcn,140.0,,"E Farhi, X Gabaix",,2020.0,Optimal taxation with behavioral agents,American Economic Review,AER,110(1),298-336,,,,,2020-03-05 00:00:00,2020-03-05 00:00:00,0,1.0,/volume1/web/DB/000454,/volume1/web/DB/Farhi and Gabaix (2020)_Optimal taxation with behavioral agents_AER_110(1)_298-336_en.pdf,/volume1/web/DB/Farhi_Gabaix2020_AER_inChinese_20200305_pcn.pdf,2020-07-02 00:00:34.077117,1
000455,AER百大,20200304.0,A,賴孚權,AER百大-pcn,137.0,,"O Attanasio, S Cattan, E Fitzsimons, C Meghir…",,2020.0,Estimating the production function for human capital: results from a randomized controlled trial in Colombia,American Economic Review,AER,110(1),48-85,,,,,2020-03-10 00:00:00,2020-03-10 00:00:00,0,1.0,/volume1/web/DB/000455,"/volume1/web/DB/Attanasio, Cattan, Fitzsimons, Meghir and Codina(2020)_Estimating the Production Function for Human Capital Results from a Randomized Controlled Trial in Colombia_AER_110(1)_en.pdf",/volume1/web/DB/Attanasio_Cattan_Fitzsimons_Meghir_Codina2020_AER_inChinese_20200310_pcn.pdf,2020-07-02 00:00:34.077337,1
000456,AER百大,20200304.0,A,賴孚權,AER百大-pcn,330.0,,A Auclert,,2019.0,Monetary policy and the redistribution channel,American Economic Review,AER,109(6),2333-67,,,,,2020-03-05 00:00:00,2020-03-05 00:00:00,0,1.0,/volume1/web/DB/000456,/volume1/web/DB/Auclert (2019)_Monetary policy and the redistribution channel_AER_109(6)_2333-2367_en.pdf,/volume1/web/DB/Auclert2019_AER_inChinese_20200305_pcn.pdf,2020-07-02 00:00:34.077556,1
000457,AER百大,20200304.0,A,賴孚權,AER百大-pcn,494.0,,"G Kaplan, B Moll, GL Violante",,2018.0,Monetary policy according to HANK,American Economic Review,AER,108(3),697-743,,,,,2020-03-09 00:00:00,2020-03-09 00:00:00,0,1.0,/volume1/web/DB/000457,"/volume1/web/DB/Kaplan, Moll, Violante (2018)_Monetary policy according to HANK_AER_108(3)_697-743_en.pdf",/volume1/web/DB/Kaplan_Moll_Violante2018_AER_inChinese_20200309_pcn.pdf,2020-07-02 00:00:34.077762,1
000458,AER百大,20200304.0,A,賴孚權,AER百大-pcn,343.0,,"D Dorn, LF Katz, C Patterson…",,2017.0,Concentrating on the Fall of the Labor Share,American Economic Review,AER,107(5),180-85,,,,,2020-03-09 00:00:00,2020-03-09 00:00:00,0,1.0,/volume1/web/DB/000458,"/volume1/web/DB/Autor, Dorn, Katz, Patterson, and Reenen (2017)_Concentrating on the Fall of the Labor Share_AER_107(5)_180-185_en.pdf",/volume1/web/DB/Autor_Dorn_Katz_Patterson_Reenen2017_AER_inChinese_20200309_pcn.pdf,2020-07-02 00:00:34.077967,1
000459,AER百大,20200304.0,A,賴孚權,AER百大-pcn,568.0,,"J Eaton, S Kortum, B Neiman, J Romalis",,2016.0,Trade and the global recession,American Economic Review,AER,106(1),3401-38,,,,,2020-03-09 00:00:00,2020-03-09 00:00:00,0,1.0,/volume1/web/DB/000459,"/volume1/web/DB/Eaton, Kortum, Neiman, and Romalis (2016)_Trade and the global recession_AER_106(11)_3401-3438_en.pdf",/volume1/web/DB/Eaton_Kortum_Neiman_Romalis2016_AER_inChinese_20200309_pcn.pdf,2020-07-02 00:00:34.078183,1
000460,AER百大,20200304.0,A,賴孚權,AER百大-渝均 fcn,14335.0,,T Piketty,,2015.0,About capital in the twenty-first century,American Economic Review,AER,106(5),48-53,,,,,2020-07-01 00:00:00,2020-07-01 00:00:00,1,1.0,/volume1/web/DB/000460,/volume1/web/DB/Piketty (2015)_About capital in the twenty-first century_AER_105(5)_48-53_en.pdf,/volume1/web/DB/Piketty2015_AER_inChinese_20200701_fcn.pdf,2020-07-02 00:00:34.078421,1
000461,AER百大,20200304.0,A,賴孚權,AER百大-pcn,2802.0,,"RC Feenstra, R Inklaar, MP Timmer",,2015.0,The next generation of the Penn World Table,American Economic Review,AER,105(10),3150-82,,,,,2020-03-09 00:00:00,2020-03-09 00:00:00,0,1.0,/volume1/web/DB/000461,"/volume1/web/DB/Feenstra, Inklaar, and Timmer (2015)_The next generation of the Penn World Table_AER_105(5)_3150-3182_en.pdf",/volume1/web/DB/Feenstra_Inklaar_Timmer2015_AER_inChinese_20200309_pcn.pdf,2020-07-02 00:00:34.078625,1
000462,AER百大,20200304.0,A,賴孚權,AER百大-渝均 fcn,1279.0,,"K Jurado, SC Ludvigson, S Ng",,2015.0,Measuring uncertainty,American Economic Review,AER,105(3),1177-1216,,,,,,,0,0.0,/volume1/web/DB/000462,"/volume1/web/DB/Jurado, Ludvigson, and Ng (2015)_Measuring uncertainty_AER_105(3)_1177-1216_en.pdf",,2020-07-02 00:00:34.078764,1
000463,AER百大,20200304.0,A,賴孚權,AER百大-pcn,1632.0,,"MK Brunnermeier, Y Sannikov",,2014.0,A macroeconomic model with a financial sector,American Economic Review,AER,104(2),379-421,,,,,2020-03-10 00:00:00,2020-03-10 00:00:00,0,1.0,/volume1/web/DB/000463,/volume1/web/DB/Brunnermeier and Sannikov (2014)_A macroeconomic model with a financial sector_AER_104(2)_379-421_en.pdf,/volume1/web/DB/Brunnermeier_Sannikov2014_AER_inChinese_20200310_pcn.pdf,2020-07-02 00:00:34.078965,1
000464,AER百大,20200304.0,A,賴孚權,AER百大-pcn,2670.0,,"H David, D Dorn, GH Hanson",,2013.0,The China syndrome: Local labor market effects of import competition in the United States,American Economic Review,AER,103(6),2121-68,,,,,2020-03-10 00:00:00,2020-03-10 00:00:00,0,1.0,/volume1/web/DB/000464,"/volume1/web/DB/Autor, Dorn, and Hanson (2013)_The China syndrome Local labor market effects of import competition in the United States_AER_103(6)_2121-2168_en.pdf",/volume1/web/DB/Autor_Dorn_Hanson2013_AER_inChinese_20200310_pcn.pdf,2020-07-02 00:00:34.079175,1
000465,AER百大,20200304.0,A,賴孚權,AER百大-pcn,2410.0,,"H David, D Dorn",,2013.0,The growth of low-skill service jobs and the polarization of the US labor market,American Economic Review,AER,103(5),1553-97,,,,,2020-03-10 00:00:00,2020-03-10 00:00:00,0,1.0,/volume1/web/DB/000465,/volume1/web/DB/Autor and Dorn (2013)_The growth of low-skill service jobs and the polarization of the US labor market_AER_103(5)_1553-1597_en.pdf,/volume1/web/DB/Autor_Dorn2013_AER_inChinese_20200310_pcn.pdf,2020-07-02 00:00:34.074841,1
000466,AER百大,20200304.0,A,賴孚權,AER百大-pcn,2301.0,,"M Schularick, AM Taylor",,2012.0,"Credit booms gone bust: Monetary policy, leverage cycles, and financial crises, 1870-2008",American Economic Review,AER,102(2),1029-61,,,,,2020-03-10 00:00:00,2020-03-10 00:00:00,0,1.0,/volume1/web/DB/000466,"/volume1/web/DB/Schularick and Taylor (2012)_Credit booms gone bust Monetary policy, leverage cycles, and financial crises, 1870-2008_AER_102(2)_1029-1061_en.pdf",/volume1/web/DB/Schularick_Taylor2012_AER_inChinese_20200310_pcn.pdf,2020-07-02 00:00:34.075047,1
000467,AER百大,20200304.0,A,賴孚權,AER百大-渝均 fcn,1737.0,,"D Acemoglu, P Aghion, L Bursztyn…",,2012.0,The environment and directed technical change,American Economic Review,AER,102(1),131-66,,,,,,,0,0.0,/volume1/web/DB/000467,"/volume1/web/DB/Acemoglu, Aghion, Bursztyn, and Hemous (2012)_The environment and directed technical change_AER_102(1)_131-166_en.pdf",,2020-07-02 00:00:34.075181,1
000468,AER百大,20200304.0,A,賴孚權,AER百大-pcn,1714.0,,"CM Reinhart, KS Rogoff",,2011.0,From financial crash to debt crisis,American Economic Review,AER,101(5),1676-1706,,,,,2020-03-10 00:00:00,2020-03-10 00:00:00,0,1.0,/volume1/web/DB/000468,/volume1/web/DB/Reinhart and Rogoff  (2011)_From financial crash to debt crisis_AER_101(5)_1676-1706_en.pdf,/volume1/web/DB/Reinhart_Rogoff2011_AER_inChinese_20200310_pcn.pdf,2020-07-02 00:00:34.075394,1
000469,AER百大,20200304.0,A,賴孚權,AER百大-pcn,1438.0,,"N Nunn, L Wantchekon",,2011.0,The slave trade and the origins of mistrust in Africa,American Economic Review,AER,101(7),3221-52,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000469,/volume1/web/DB/Nunn and Wantchekon (2011)_The slave trade and the origins of mistrust in Africa_AER_101(7)_3221-3252_en.pdf,/volume1/web/DB/Nunn_Wantchekon2011_AER_inChinese_20200311_pcn.pdf,2020-07-02 00:00:34.075598,1
000470,AER百大,20200304.0,A,賴孚權,AER百大-fcn,3272.0,,"CM Reinhart, KS Rogoff",,2010.0,Growth in a Time of Debt,American Economic Review,AER,100(2),573-78,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,1,1.0,/volume1/web/DB/000470,/volume1/web/DB/Reinhart and Rogoff (2010)_Growth in a Time of Debt_AER_100(2)_573-578_en.pdf,/volume1/web/DB/Reinhart_Rogoff2010_AER_inChinese_20200311_fcn.pdf,2020-07-02 00:00:34.075801,1
000471,AER百大,20200304.0,A,賴孚權,AER百大-pcn,2969.0,,E Ostrom,,2010.0,Beyond markets and states: polycentric governance of complex economic systems,American Economic Review,AER,100(3),641-72,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000471,/volume1/web/DB/Ostrom (2010)_Beyond markets and states polycentric governance of complex economic systems_AER_100(3)_641-672_en.pdf,/volume1/web/DB/Ostrom2010_AER_inChinese_20200311_pcn.pdf,2020-07-02 00:00:34.076003,1
000472,AER百大,20200304.0,A,賴孚權,AER百大-pcn,2712.0,,L Kilian,,2009.0,Not all oil price shocks are alike: Disentangling demand and supply shocks in the crude oil market,American Economic Review,AER,99(3),1053-69,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000472,/volume1/web/DB/Kilian (2009)_Not all oil price shocks are alike Disentangling demand and supply shocks in the crude oil market_AER_99(3)_1053-1069_en.pdf,/volume1/web/DB/Kilian2009_AER_inChinese_20200311_pcn.pdf,2020-07-02 00:00:34.076217,1
000473,AER百大,20200304.0,A,賴孚權,AER百大-渝均 fcn,1931.0,,"CM Reinhart, KS Rogoff",,2009.0,The aftermath of financial crises,American Economic Review,AER,99(2),466-72,,,,,2020-06-18 00:00:00,2020-06-19 00:00:00,1,1.0,/volume1/web/DB/000473,/volume1/web/DB/Reinhart and Rogoff  (2009)_The aftermath of financial crises_AER_99(2)_466-472_en.pdf,/volume1/web/DB/rp_Reinhart_Rogoff2009_AER_inChinese_20200619_fcn.pdf,2020-07-02 00:00:34.076495,1
000474,AER百大,20200304.0,A,賴孚權,AER百大-pcn,2137.0,,T Chaney,,2008.0,Distorted gravity: the intensive and extensive margins of international trade,American Economic Review,AER,98(4),1707-21,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000474,/volume1/web/DB/Chaney (2008)_Distorted gravity the intensive and extensive margins of international trade_AER_98(4)_1707-1721_en.pdf,/volume1/web/DB/Chaney2008_AER_inChinese_20200311_pcn.pdf,2020-07-02 00:00:34.076701,1
000475,AER百大,20200304.0,A,賴孚權,AER百大-pcn,4808.0,,"F Smets, R Wouters",,2007.0,Shocks and frictions in US business cycles: A Bayesian DSGE approach,American Economic Review,AER,97(3),586-606,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000475,/volume1/web/DB/Smets and Wouters (2007)_Shocks and frictions in US business cycles A Bayesian DSGE approach_AER_97(3)_586-606_en.pdf,/volume1/web/DB/Smets_Wouters2007_AER_inChinese_20200311_pcn.pdf,2020-07-02 00:00:34.076912,1
000476,AER百大,20200304.0,A,賴孚權,AER百大-渝均 fcn,2863.0,,"F Cunha, J Heckman",,2007.0,The technology of skill formation,American Economic Review,AER,97(2),31-47,,,,,2020-06-24 00:00:00,2020-06-30 00:00:00,1,1.0,/volume1/web/DB/000476,/volume1/web/DB/Cunha and Heckman (2007)_The technology of skill formation_AER_97(2)_31-47_en.pdf,/volume1/web/DB/rp_Cunha_Heckman2007_AER_inChinese_20200630_fcn.pdf,2020-07-02 00:00:34.081283,1
000477,AER百大,20200304.0,A,賴孚權,AER百大-pcn,3527.0,,M Faccio,,2006.0,Politically connected firms,American Economic Review,AER,96(1),369-386,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000477,/volume1/web/DB/Faccio (2006)_Politically connected firms_AER_96(1)_369-386_en.pdf,/volume1/web/DB/Faccio2006_AER_inChinese_20200311_pcn.pdf,2020-07-02 00:00:34.081489,1
000478,AER百大,20200304.0,A,賴孚權,AER百大-pcn,2510.0,,M Iacoviello,,2005.0,"House prices, borrowing constraints, and monetary policy in the business cycle",American Economic Review,AER,95(3),739-764,,,,,2020-03-17 00:00:00,2020-03-17 00:00:00,0,1.0,/volume1/web/DB/000478,"/volume1/web/DB/Iacoviello (2005)_House prices, borrowing constraints, and monetary policy in the business cycle_AER_95(3)_739-764_en.pdf",/volume1/web/DB/Iacoviello2005_AER_inChinese_20200317_pcn.pdf,2020-07-02 00:00:34.081694,1
000479,AER百大,20200304.0,A,賴孚權,AER百大-pcn,4885.0,,"E Helpman, MJ Melitz, SR Yeaple",,2004.0,Export versus FDI with heterogeneous firms,American Economic Review,AER,94(1),300-316,,,,,2020-03-17 00:00:00,2020-03-17 00:00:00,0,1.0,/volume1/web/DB/000479,"/volume1/web/DB/Helpman, Melitz and Yeaple (2004)_Export versus FDI with heterogeneous firms_AER_94(1)_300-316_en.pdf",/volume1/web/DB/Helpman_Melitz_Yeaple2004_AER_inChinese_20200317_pcn.pdf,2020-07-02 00:00:34.081895,1
000480,AER百大,20200304.0,A,賴孚權,AER百大-pcn,4442.0,,"M Bertrand, S Mullainathan",,2004.0,Are Emily and Greg more employable than Lakisha and Jamal? A field experiment on labor market discrimination,American Economic Review,AER,94(4),991-1013,,,,,2020-03-17 00:00:00,2020-03-17 00:00:00,0,1.0,/volume1/web/DB/000480,/volume1/web/DB/Bertrand and Mullainathan (2004)_Are Emily and Greg more employable than Lakisha and Jamal A field experiment on labor market discrimination_AER_94(4)_991-1013_en.pdf,/volume1/web/DB/Bertrand_Mullainathan2004_AER_inChinese_20200317_pcn.pdf,2020-07-02 00:00:34.082100,1
000481,AER百大,20200304.0,A,賴孚權,AER百大-pcn,7871.0,,"JE Anderson, E Van Wincoop",,2003.0,Gravity with gravitas: A solution to the border puzzle,American Economic Review,AER,93(1),170-192,,,,,2020-03-18 00:00:00,2020-03-18 00:00:00,0,1.0,/volume1/web/DB/000481,/volume1/web/DB/Anderson and Wincoop (2003)_Gravity with gravitas A solution to the border puzzle_AER_93(1)_170-192_en.pdf,/volume1/web/DB/Anderson_Wincoop2003_AER_inChinese_20200318_pcn.pdf,2020-07-02 00:00:34.082315,1
000482,AER百大,20200304.0,A,賴孚權,AER百大-pcn,5372.0,,D Kahneman,,2003.0,Maps of bounded rationality: Psychology for behavioral economics,American Economic Review,AER,93(5),1449-1475,,,,,2020-03-18 00:00:00,2020-03-18 00:00:00,0,1.0,/volume1/web/DB/000482,/volume1/web/DB/Kahneman (2003)_Maps of bounded rationality Psychology for behavioral economics_AER_93(5)_1449-1475_en.pdf,/volume1/web/DB/Kahneman2003_AER_inChinese_20200318_pcn.pdf,2020-07-02 00:00:34.082517,1
000483,AER百大,20200304.0,A,賴孚權,AER百大-pcn,5788.0,,"CA Holt, SK Laury",,2002.0,Risk aversion and incentive effects,American Economic Review,AER,92(5),1644-1655,,,,,2020-03-18 00:00:00,2020-03-18 00:00:00,0,1.0,/volume1/web/DB/000483,/volume1/web/DB/Holt and Laury (2002)_Risk aversion and incentive effects_AER_92(5)_1644-1655_en.pdf,/volume1/web/DB/Holt_Laury2002_AER_inChinese_20200318_pcn.pdf,2020-07-02 00:00:34.082719,1
000484,AER百大,20200304.0,A,賴孚權,AER百大-渝均 fcn,13311.0,,"D Acemoglu, S Johnson, JA Robinson",,2001.0,The colonial origins of comparative development: An empirical investigation,American Economic Review,AER,91(5),1369-1401,,,,,2020-06-19 00:00:00,2020-06-23 00:00:00,1,1.0,/volume1/web/DB/000484,"/volume1/web/DB/Acemoglu, Johnson and Robinson (2001)_The colonial origins of comparative development An empirical investigation_AER_91(5)_1369-1401_en.pdf",/volume1/web/DB/rp_Acemoglu_Johnson_Robinson2001_AER_inChinese_20200623_fcn.pdf,2020-07-02 00:00:34.083123,1
000485,AER百大,20200304.0,A,賴孚權,AER百大-pcn,2880.0,,R Fisman,,2001.0,Estimating the value of political connections,American Economic Review,AER,91(4),1095-1102,,,,,2020-03-19 00:00:00,2020-03-19 00:00:00,0,1.0,/volume1/web/DB/000485,/volume1/web/DB/Fisman (2001)_Estimating the value of political connections_AER_91(4)_1095-1102_en.pdf,/volume1/web/DB/Fisman2001_AER_inChinese_20200319_pcn.pdf,2020-07-02 00:00:34.083341,1
000486,AER百大,20200304.0,A,賴孚權,AER百大-pcn,5988.0,,"GE Bolton, A Ockenfels",,2000.0,"ERC: A theory of equity, reciprocity, and competition",American Economic Review,AER,90(1),166-193,,,,,2020-03-19 00:00:00,2020-03-19 00:00:00,0,1.0,/volume1/web/DB/000486,"/volume1/web/DB/Bolton and Ockenfels (2000)_ERC A theory of equity, reciprocity, and competition_AER_90(1)_166-193_en.pdf",/volume1/web/DB/Bolton_Ockenfels2000_AER_inChinese_20200319_pcn.pdf,2020-07-02 00:00:34.083547,1
000487,AER百大,20200304.0,A,賴孚權,AER百大-pcn,5666.0,,"C Burnside, D Dollar",,2000.0,"Aid, policies, and growth",American Economic Review,AER,90(4),847-868,,,,,2020-03-19 00:00:00,2020-03-19 00:00:00,0,1.0,/volume1/web/DB/000487,"/volume1/web/DB/Burnside and Dollar (2000)_Aid, policies, and growth_AER_90(4)_847-868_en.pdf",/volume1/web/DB/Burnside_Dollar2000_AER_inChinese_20200319_pcn.pdf,2020-07-02 00:00:34.083750,1
000488,AER百大,20200304.0,A,賴孚權,AER百大-渝均 fcn,6870.0,,"GL Kaminsky, CM Reinhart",,1999.0,The twin crises: the causes of banking and balance-of-payments problems,American Economic Review,AER,89(3),473-500,,,,,2020-05-28 00:00:00,2020-06-02 00:00:00,1,1.0,/volume1/web/DB/000488,/volume1/web/DB/Kaminsky and Reinhart (1999)_The twin crises the causes of banking and balance-of-payments problems_AER_89(3)_473-500_en.pdf,/volume1/web/DB/rp_Kaminsky_Reinhart1999_AER_inChinese_20200602_fcn.pdf,2020-07-02 00:00:34.084087,1
000489,AER百大,20200304.0,A,賴孚權,AER百大-渝均 fcn,6728.0,,"JA Frankel, DH Romer",,1999.0,Does trade cause growth?,American Economic Review,AER,89(3),379-399,,,,,2020-06-05 00:00:00,2020-06-10 00:00:00,1,1.0,/volume1/web/DB/000489,/volume1/web/DB/Frankel and Romer (1999)_Does trade cause growth_AER_89(3)_379-399_en.pdf,/volume1/web/DB/Frankel_Romer1999_AER_inChinese_20200610_fcn.pdf,2020-07-02 00:00:34.084512,1
000490,AER百大,20200304.0,A,賴孚權,AER百大-渝均 fcn,6635.0,,"R Levine, S Zervos",,1998.0,"Stock markets, banks, and economic growth",American Economic Review,AER,88(3),537-558,,,,,2020-06-03 00:00:00,2020-06-05 00:00:00,1,1.0,/volume1/web/DB/000490,"/volume1/web/DB/Levine and Zervos (1998)_Stock markets, banks, and economic growth_AER_88(3)_537-558_en.pdf",/volume1/web/DB/rp_Levine_Zervos1998_AER_inChinese_20200605_fcn.pdf,2020-07-02 00:00:34.079524,1
000491,AER百大,20200304.0,A,賴孚權,AER百大-渝均 fcn,2289.0,,"MJ Roberts, JR Tybout",,1997.0,The decision to export in Colombia: An empirical model of entry with sunk costs,American Economic Review,AER,87(4),545-564,,,,,2020-06-10 00:00:00,2020-06-15 00:00:00,1,1.0,/volume1/web/DB/000491,/volume1/web/DB/Roberts and Tybout (1997)_The decision to export in Colombia An empirical model of entry with sunk costs_AER_87(4)_545-564_en.pdf,/volume1/web/DB/rp_Roberts_Tybout1997_AER_inChinese_20200615_fcn.pdf,2020-07-02 00:00:34.079932,1
000492,AER百大,20200304.0,A,賴孚權,AER百大-fcn,7070.0,,"DB Audretsch, MP Feldman",,1996.0,R&D spillovers and the geography of innovation and production,American Economic Review,AER,86(3),630-640,,,,,2020-03-16 00:00:00,2020-03-16 00:00:00,1,1.0,/volume1/web/DB/000492,/volume1/web/DB/Audretsch and Feldman (1996)_R&D spillovers and the geography of innovation and production_AER_86(3)_630-640_en.pdf,/volume1/web/DB/Audretsch_Feldman1996_AER_inChinese_20200316_fcn.pdf,2020-07-02 00:00:34.080190,1
000493,AER百大,20200304.0,A,賴孚權,AER百大-宜澈,3425.0,,J McCallum,,1995.0,National borders matter: Canada-US regional trade patterns,American Economic Review,AER,85(3),615-623,,,,,2020-04-28 00:00:00,2020-04-28 00:00:00,1,1.0,/volume1/web/DB/000493,/volume1/web/DB/McCallum (1995)_National borders matter Canada-US regional trade patterns_AER_85(3)_615-623_en.pdf,/volume1/web/DB/rp_McCallum1995_AER_inChinese_20200428_fcn.pdf,2020-07-02 00:00:34.080444,1
000494,AER百大,20200304.0,A,賴孚權,AER百大-宜澈,5605.0,,DC North,,1994.0,Economic performance through time,American Economic Review,AER,84(3),359-368,,,,,2020-04-30 00:00:00,2020-04-30 00:00:00,1,1.0,/volume1/web/DB/000494,/volume1/web/DB/North (1994)_Economic performance through time_AER_84(3)_359-368_en.pdf,/volume1/web/DB/rp_North1994_AER_inChinese_20200430_fcn.pdf,2020-07-02 00:00:34.080642,1
000495,AER百大,20200304.0,A,賴孚權,AER百大-宜澈,5599.0,,"R Färe, S Grosskopf, M Norris, Z Zhang",,1994.0,"Productivity growth, technical progress, and efficiency change in industrialized countries",American Economic Review,AER,84(1),66-83,,,,,2020-05-04 00:00:00,2020-05-04 00:00:00,1,1.0,/volume1/web/DB/000495,"/volume1/web/DB/Grosskopf, Norris and Zhang (1994)_Productivity growth, technical progress, and efficiency change in industrialized countries_AER_84(1)_66-83_en.pdf",/volume1/web/DB/rp_Fare_Grosskopf_Norris_Zhang1994_AER_inChinese_20200504_fcn.pdf,2020-07-02 00:00:34.080923,1
000496,AER百大,20200304.0,A,賴孚權,AER百大-宜澈,6370.0,,M Rabin,,1993.0,Incorporating fairness into game theory and economics,American Economic Review,AER,83(5),1281-1302,,,,,2020-05-18 00:00:00,2020-05-18 00:00:00,1,1.0,/volume1/web/DB/000496,/volume1/web/DB/Rabin (1993)_Incorporating fairness into game theory and economics_AER_83(5)_1281-1302_en.pdf,/volume1/web/DB/rp_Rabin1993_AER_inChinese_20200518_fcn.pdf,2020-07-02 00:00:34.086347,1
000497,AER百大,20200304.0,A,賴孚權,AER百大-pcn,8736.0,,"R Levine, D Renelt",,1992.0,A sensitivity analysis of cross-country growth regressions,American Economic Review,AER,82(4),942-963,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000497,/volume1/web/DB/Levine and Renelt (1992)_A sensitivity analysis of cross-country growth regressions_AER_82(4)_942-963_en.pdf,/volume1/web/DB/Levine_Renelt1992_AER_inChinese_20200311_pcn.pdf,2020-07-02 00:00:34.086555,1
000498,AER百大,20200304.0,A,賴孚權,AER百大-丞甲,2150.0,,JY Lin,,1992.0,Rural reforms and agricultural growth in China,American Economic Review,AER,82(1),34-51,,,,,2020-05-13 00:00:00,2020-06-01 00:00:00,1,1.0,/volume1/web/DB/000498,/volume1/web/DB/Lin (1992)_Rural reforms and agricultural growth in China_AER_82(1)_34-51_en.pdf,/volume1/web/DB/rp_Lin1992_AER_inChinese_20200601_fcn.pdf,2020-07-02 00:00:34.086870,1
000499,AER百大,20200304.0,A,賴孚權,AER百大-丞甲,2010.0,,"R Fernandez, D Rodrik",,1991.0,Resistance to reform: Status quo bias in the presence of individual-specific uncertainty,American Economic Review,AER,81(5),1146-1155,,,,,2020-06-09 00:00:00,2020-06-09 00:00:00,1,1.0,/volume1/web/DB/000499,/volume1/web/DB/Fernandez and Rodrik (1991)_Resistance to reform Status quo bias in the presence of individual-specific uncertainty_AER_81(5)_1146-1155_en.pdf,/volume1/web/DB/Fernandez_Rodrik1991_AER_inChinese_20200609_fcn.pdf,2020-07-02 00:00:34.087088,1
000500,AER百大,20200304.0,A,賴孚權,AER百大-fcn,4256.0,,"DS Scharfstein, JC Stein",,1990.0,Herd behavior and investment,American Economic Review,AER,80(3),465-479,,,,,2020-05-18 00:00:00,2020-05-18 00:00:00,1,1.0,/volume1/web/DB/000500,/volume1/web/DB/Scharfstein and Stein (1990)_Herd behavior and investment_AER_80(3)_465-479_en.pdf,/volume1/web/DB/Scharfstein_Stein1990_AER_inChinese_20200518_fcn.pdf,2020-07-02 00:00:34.087306,1
000501,AER百大,20200304.0,A,賴孚權,AER百大-fcn,4701.0,,AB Jaffe,,1989.0,Real effects of academic research,American Economic Review,AER,79(5),957-970,,,,,2020-05-14 00:00:00,2020-05-14 00:00:00,1,1.0,/volume1/web/DB/000501,/volume1/web/DB/Jaffe (1989)_Real effects of academic research_AER_79(5)_957-970_en.pdf,/volume1/web/DB/Jaffe1989_AER_inChinese_20200514_fcn.pdf,2020-07-02 00:00:34.087509,1
000502,AER百大,20200304.0,A,賴孚權,AER百大-渝均,3192.0,,"C d'Aspremont, A Jacquemin",,1988.0,Cooperative and noncooperative R & D in duopoly with spillovers,American Economic Review,AER,78(5),1133-1137,,,,,2020-05-27 00:00:00,2020-05-28 00:00:00,1,1.0,/volume1/web/DB/000502,/volume1/web/DB/d'Aspremont and Jacquemin (1988)_Cooperative and noncooperative R & D in duopoly with spillovers_AER_78(5)_1133-1137_en.pdf,/volume1/web/DB/d'Aspremont_Jacquemin1988_AER_inChinese_20200528_fcn.pdf,2020-07-02 00:00:34.087788,1
000503,AER百大,20200304.0,A,賴孚權,AER百大-fcn,2642.0,,"WG Manning, JP Newhouse, N Duan, EB Keeler…",,1987.0,Health insurance and the demand for medical care: evidence from a randomized experiment,American Economic Review,AER,77(3),251-277,,,,,2020-05-20 00:00:00,2020-05-26 00:00:00,1,1.0,/volume1/web/DB/000503,"/volume1/web/DB/Manning, Newhouse, Duan, Keeler and  Leibowitz (1987)_Health insurance and the demand for medical care evidence from a randomized experiment_AER_77(3)_251-277_en.pdf",/volume1/web/DB/Manning_Newhouse_Duan_Keeler_Leibowitz1987_AER_inChinese_20200526_fcn.pdf,2020-07-02 00:00:34.088061,1
